booking_id,customer_id,booking_ts,booking_status,vehicle_type,pickup_location,drop_location,avg_vtat_min,avg_ctat_min,cancelled_by_customer_flag,customer_cancel_reason,cancelled_by_driver_flag,driver_cancel_reason,incomplete_flag,incomplete_reason,booking_value,ride_distance_km,driver_rating,customer_rating,payment_method,is_suspect_completed
CNR9749627,CID3065827,2024-11-13 06:51:43,Completed,Go Sedan,Nirman Vihar,Satguru Ram Singh Marg,13.7,40.7,,,,,,,113.0,8.21,4.3,5.0,UPI,0
CNR1706908,CID1807270,2024-09-16 16:07:51,Incomplete,Go Mini,Pragati Maidan,Faridabad Sector 15,2.3,19.6,,,,,1,Vehicle Breakdown,84.0,16.09,,,Uber Wallet,0
CNR6236514,CID3761463,2024-05-16 12:35:33,Completed,Auto,Tughlakabad,Ramesh Nagar,12.1,32.5,,,,,,,81.0,11.94,4.0,4.5,UPI,0
CNR9048385,CID5242973,2024-02-15 19:11:02,Completed,Go Sedan,India Gate,Kashmere Gate,4.5,43.1,,,,,,,992.0,8.23,5.0,4.6,UPI,0
CNR1903168,CID1051794,2024-08-01 06:16:08,Completed,Premier Sedan,Maidan Garhi,Samaypur Badli,3.6,26.5,,,,,,,513.0,49.5,4.3,4.9,UPI,0
CNR2922907,CID4507250,2024-05-02 19:16:35,Completed,Premier Sedan,Barakhamba Road,Noida Film City,5.8,38.9,,,,,,,635.0,37.37,4.3,4.6,UPI,0
CNR7621341,CID1429306,2024-08-27 06:04:30,Completed,Uber XL,Kashmere Gate,Jor Bagh,6.9,17.0,,,,,,,242.0,35.38,4.4,4.9,UPI,0
CNR5803828,CID1039074,2024-10-20 12:47:05,Completed,Bike,Barakhamba Road,DLF City Court,12.5,20.6,,,,,,,1114.0,34.81,4.1,4.2,Uber Wallet,0
CNR4868713,CID2089650,2024-06-25 23:08:22,Completed,Bike,Gurgaon Sector 56,Cyber Hub,9.0,37.7,,,,,,,372.0,20.92,3.8,4.6,UPI,0
CNR2575334,CID7330180,2024-02-13 06:11:32,Cancelled by Driver,Bike,Ghitorni Village,Faridabad Sector 15,6.2,,,,1,The customer was coughing/sick,,,,,,,,0
CNR3841045,CID1210899,2024-07-10 16:51:38,Completed,Go Mini,Ashram,Yamuna Bank,3.5,40.2,,,,,,,387.0,23.39,4.3,4.7,Uber Wallet,0
CNR5265040,CID3076700,2024-06-10 07:38:34,Completed,Go Sedan,Gurgaon Sector 29,Mansarovar Park,7.1,31.6,,,,,,,767.0,30.82,4.6,4.9,UPI,0
CNR8112878,CID4809063,2024-07-11 14:42:27,Completed,Auto,Shahdara,Paharganj,7.1,24.4,,,,,,,447.0,21.31,4.5,4.1,UPI,0
CNR4617937,CID7348314,2024-06-20 07:14:32,Completed,Premier Sedan,Sultanpur,Delhi Gate,6.7,33.5,,,,,,,500.0,20.41,4.3,4.7,Credit Card,0
CNR7311169,CID2529885,2024-11-18 16:38:12,Cancelled by Driver,eBike,Noida Film City,Vasant Kunj,7.2,,,,1,Personal & Car related issues,,,,,,,,0
CNR7340396,CID7334750,2024-03-05 12:21:00,Completed,Go Mini,Gurgaon Sector 29,Dilshad Garden,3.7,38.9,,,,,,,446.0,25.94,4.9,4.3,Debit Card,0
CNR4259279,CID7993999,2024-01-12 09:19:16,Cancelled by Driver,eBike,Jor Bagh,Golf Course Road,11.6,,,,1,The customer was coughing/sick,,,,,,,,0
CNR7554746,CID3234126,2024-05-17 01:08:21,Completed,eBike,Huda City Centre,Aya Nagar,2.6,32.9,,,,,,,125.0,39.16,4.1,4.9,UPI,0
CNR9430550,CID3901448,2024-05-13 21:08:35,Completed,Go Sedan,Dilshad Garden,Subhash Nagar,11.4,17.2,,,,,,,419.0,23.79,4.3,4.7,Uber Wallet,0
CNR9984761,CID1201304,2024-01-04 06:58:58,Cancelled by Driver,Go Sedan,Saket,Old Gurgaon,3.3,,,,1,More than permitted people in there,,,,,,,,0
CNR4112922,CID8248967,2024-06-19 22:02:03,Completed,Go Sedan,Basai Dhankot,Qutub Minar,4.7,17.7,,,,,,,477.0,41.93,4.6,4.9,Cash,0
CNR5939223,CID1109267,2024-07-01 18:52:02,Cancelled by Driver,Go Sedan,Basai Dhankot,Mandi House,5.8,,,,1,The customer was coughing/sick,,,,,,,,0
CNR7645307,CID6238168,2024-11-05 17:11:41,Cancelled by Driver,Go Sedan,Jor Bagh,Sadar Bazar Gurgaon,8.0,,,,1,Customer related issue,,,,,,,,0
CNR4722464,CID7557487,2024-04-26 21:03:12,Completed,Auto,Anand Vihar,IMT Manesar,11.3,33.0,,,,,,,352.0,6.71,4.2,4.7,UPI,0
CNR3191144,CID5636263,2024-02-22 22:48:26,Cancelled by Driver,Bike,Ashram,Bhiwadi,11.1,,,,1,Customer related issue,,,,,,,,0
CNR4720063,CID1461597,2024-12-04 14:09:18,Completed,Go Sedan,Munirka,Sushant Lok,7.4,39.0,,,,,,,117.0,15.63,4.6,4.5,UPI,0
CNR6216825,CID3685295,2024-11-10 09:58:14,Cancelled by Driver,Go Sedan,Vishwavidyalaya,Bhikaji Cama Place,9.4,,,,1,More than permitted people in there,,,,,,,,0
CNR5314934,CID1026547,2024-12-12 12:01:07,Completed,Go Sedan,Tis Hazari,Arjangarh,9.3,28.5,,,,,,,51.0,29.8,4.6,3.9,UPI,0
CNR5517193,CID9143442,2024-03-02 22:28:52,Completed,Uber XL,Malviya Nagar,Sohna Road,6.0,26.6,,,,,,,81.0,5.59,4.9,4.2,Cash,0
CNR8412946,CID7723858,2024-07-12 16:39:57,Cancelled by Driver,Go Mini,Nawada,Hero Honda Chowk,8.2,,,,1,The customer was coughing/sick,,,,,,,,0
CNR1867567,CID6010303,2024-12-17 19:11:24,Incomplete,Premier Sedan,Qutub Minar,Ghitorni,7.2,18.4,,,,,1,Customer Demand,635.0,6.57,,,UPI,0
CNR3455701,CID9643714,2024-08-29 21:01:54,Completed,Bike,Munirka,Tis Hazari,13.5,41.8,,,,,,,51.0,4.44,4.4,4.7,Uber Wallet,0
CNR5149854,CID9975388,2024-03-25 18:40:11,Completed,Go Sedan,Akshardham,IGNOU Road,4.9,33.0,,,,,,,469.0,26.93,4.3,4.9,UPI,0
CNR6027511,CID6080643,2024-06-30 21:34:48,Completed,Bike,Udyog Vihar Phase 4,Greater Kailash,9.9,22.0,,,,,,,320.0,28.78,4.2,4.5,UPI,0
CNR4569804,CID8474448,2024-07-18 02:41:57,Completed,Go Mini,Raj Nagar Extension,IMT Manesar,13.3,24.6,,,,,,,726.0,12.98,4.2,4.3,Debit Card,0
CNR7585582,CID1607386,2024-03-14 23:23:23,Incomplete,Auto,Ghitorni,Noida Film City,2.0,10.3,,,,,1,Customer Demand,68.0,19.06,,,Cash,0
CNR5534901,CID9231793,2024-09-26 12:23:13,Incomplete,eBike,Akshardham,Keshav Puram,4.4,15.7,,,,,1,Vehicle Breakdown,136.0,14.0,,,Debit Card,0
CNR5784218,CID1814194,2024-09-15 20:23:02,Completed,Go Sedan,Nawada,New Delhi Railway Station,8.8,16.8,,,,,,,455.0,43.06,3.8,4.3,UPI,0
CNR6349771,CID5577961,2024-05-12 10:16:09,Completed,Auto,Lajpat Nagar,Shivaji Park,2.6,22.2,,,,,,,995.0,38.96,4.7,4.9,Debit Card,0
CNR3708287,CID2958217,2024-11-16 19:05:30,Completed,Uber XL,Aya Nagar,Meerut,2.7,25.8,,,,,,,1179.0,18.87,4.9,4.6,Uber Wallet,0
CNR8365625,CID4463605,2024-07-19 16:57:27,Completed,Bike,Lok Kalyan Marg,Maidan Garhi,11.0,33.1,,,,,,,525.0,47.88,4.2,4.6,Uber Wallet,0
CNR7435840,CID9084957,2024-12-02 20:04:25,Cancelled by Driver,Auto,Nawada,Pulbangash,11.3,,,,1,Personal & Car related issues,,,,,,,,0
CNR8577529,CID8121948,2024-08-08 14:29:16,Cancelled by Driver,Auto,Punjabi Bagh,Badshahpur,6.9,,,,1,More than permitted people in there,,,,,,,,0
CNR6158921,CID4203688,2024-09-15 22:06:40,Completed,Go Sedan,Ramesh Nagar,Keshav Puram,5.1,27.9,,,,,,,300.0,5.7,4.2,4.6,UPI,0
CNR7484371,CID7265108,2024-05-30 18:57:34,Completed,Go Sedan,Maidan Garhi,Sarai Kale Khan,11.1,18.4,,,,,,,202.0,4.62,3.2,4.1,UPI,0
CNR9301716,CID4647277,2024-12-05 07:56:34,Completed,Premier Sedan,Greater Kailash,Green Park,6.3,34.1,,,,,,,475.0,42.26,4.3,4.2,Cash,0
CNR6511558,CID5808222,2024-07-16 19:23:06,Completed,Go Sedan,Sarojini Nagar,Saidulajab,6.1,17.0,,,,,,,833.0,19.49,4.0,3.4,Debit Card,0
CNR1801249,CID2012161,2024-06-14 16:59:15,Cancelled by Driver,Go Sedan,Satguru Ram Singh Marg,Kashmere Gate,3.9,,,,1,Customer related issue,,,,,,,,0
CNR5712520,CID8152575,2024-01-06 20:53:36,Completed,Go Mini,Palam Vihar,Shahdara,7.3,33.1,,,,,,,158.0,40.36,3.7,4.9,UPI,0
CNR1038498,CID6242930,2024-02-28 03:21:43,Completed,Bike,GTB Nagar,Palam Vihar,10.0,36.9,,,,,,,155.0,42.59,4.7,3.2,Cash,0
CNR2395349,CID3389825,2024-04-26 18:49:22,Cancelled by Driver,Auto,Vatika Chowk,Pulbangash,9.3,,,,1,More than permitted people in there,,,,,,,,0
CNR4896767,CID6418422,2024-03-31 08:32:26,Completed,Auto,Cyber Hub,Mundka,10.5,33.9,,,,,,,107.0,21.68,4.3,4.9,UPI,0
CNR5047025,CID6365387,2024-04-04 16:33:57,Completed,Go Mini,Adarsh Nagar,Rohini West,6.8,22.4,,,,,,,151.0,29.9,4.6,4.6,UPI,0
CNR7514462,CID5973257,2024-05-07 21:10:50,Completed,Go Mini,Golf Course Road,Bhikaji Cama Place,10.7,30.4,,,,,,,187.0,42.27,4.3,4.8,Cash,0
CNR5269641,CID8225890,2024-06-15 19:12:37,Completed,Go Mini,IIT Delhi,Basai Dhankot,12.3,34.6,,,,,,,1543.0,49.71,4.4,5.0,Cash,0
CNR9927786,CID8378909,2024-06-14 20:58:12,Completed,eBike,Punjabi Bagh,Gurgaon Sector 56,3.8,20.2,,,,,,,432.0,32.56,4.2,5.0,UPI,0
CNR9619867,CID9032039,2024-03-04 21:24:16,Cancelled by Customer,Go Sedan,Civil Lines Gurgaon,Moti Nagar,10.2,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR7250271,CID9448818,2024-01-23 10:28:09,Incomplete,Go Sedan,Udyog Vihar Phase 4,Anand Vihar ISBT,4.4,23.6,,,,,1,Vehicle Breakdown,195.0,14.49,,,Uber Wallet,0
CNR5629774,CID8747096,2024-10-28 15:46:27,Completed,Go Mini,Ghaziabad,Udyog Vihar,3.2,30.8,,,,,,,54.0,31.49,4.6,4.9,Cash,0
CNR4578797,CID1104786,2024-02-06 10:17:43,Completed,Auto,Narsinghpur,Maidan Garhi,13.4,20.0,,,,,,,939.0,21.28,3.8,5.0,UPI,0
CNR5277125,CID7166980,2024-12-04 07:48:07,Completed,Auto,MG Road,GTB Nagar,9.8,43.4,,,,,,,829.0,34.14,4.6,4.2,UPI,0
CNR2343017,CID9190683,2024-12-22 17:53:25,Completed,Auto,Panchsheel Park,Gwal Pahari,8.7,27.2,,,,,,,314.0,20.66,4.6,4.3,UPI,0
CNR4356773,CID9031824,2024-08-24 21:09:54,Completed,Go Sedan,Badarpur,Tis Hazari,11.7,30.5,,,,,,,1249.0,24.6,4.1,3.7,Cash,0
CNR1050716,CID3789359,2024-09-18 08:48:36,Completed,Auto,Gurgaon Sector 29,South Extension,4.5,27.4,,,,,,,437.0,27.94,3.9,4.6,UPI,0
CNR7850961,CID5103518,2024-10-22 08:41:41,Completed,Go Mini,Dwarka Sector 21,Moolchand,9.6,28.1,,,,,,,83.0,44.57,4.6,4.5,UPI,0
CNR1254363,CID9092173,2024-06-16 06:53:10,Completed,Auto,Greater Kailash,Raj Nagar Extension,14.2,15.7,,,,,,,1444.0,15.43,4.2,3.1,Cash,0
CNR6569789,CID3372949,2024-12-22 09:03:55,Cancelled by Driver,Go Mini,Pataudi Chowk,Meerut,6.5,,,,1,Customer related issue,,,,,,,,0
CNR6092310,CID4998701,2024-07-02 15:25:18,No Driver Found,Premier Sedan,Bahadurgarh,Uttam Nagar,,,,,,,,,,,,,,0
CNR2742692,CID6825812,2024-09-07 04:07:03,Completed,Bike,Gwal Pahari,Golf Course Road,5.8,31.4,,,,,,,1368.0,42.88,4.3,3.8,Cash,0
CNR7165550,CID7694379,2024-07-05 06:41:29,No Driver Found,Bike,Punjabi Bagh,Ghitorni Village,,,,,,,,,,,,,,0
CNR9101826,CID1875498,2024-05-03 21:53:28,Completed,Auto,Tagore Garden,Narsinghpur,7.1,18.0,,,,,,,418.0,23.31,4.2,4.6,UPI,0
CNR7054338,CID5302286,2024-04-10 19:13:34,Completed,Premier Sedan,Samaypur Badli,IGNOU Road,11.0,40.0,,,,,,,363.0,31.36,4.2,4.3,UPI,0
CNR5871454,CID8316899,2024-02-06 09:18:36,Completed,Go Mini,AIIMS,Chandni Chowk,12.8,15.3,,,,,,,279.0,16.68,4.1,4.9,Cash,0
CNR4399523,CID2089022,2024-04-22 17:13:32,Completed,Go Mini,Hero Honda Chowk,AIIMS,5.1,39.9,,,,,,,332.0,49.06,4.4,4.6,Cash,0
CNR9707820,CID2183387,2024-09-25 18:58:35,Completed,Auto,Delhi Gate,Gurgaon Sector 29,4.7,37.9,,,,,,,448.0,28.34,4.3,4.9,UPI,0
CNR2693001,CID1889689,2024-07-08 18:18:13,Cancelled by Customer,Bike,Rohini West,Peeragarhi,11.2,,1,Wrong Address,,,,,,,,,,0
CNR3363167,CID8741995,2024-06-04 15:49:09,Completed,Go Sedan,Badarpur,Ambience Mall,12.9,29.7,,,,,,,64.0,38.65,3.5,5.0,UPI,0
CNR9573367,CID7080252,2024-12-10 14:20:31,Completed,Go Sedan,Mandi House,Rohini,4.2,18.9,,,,,,,682.0,3.05,4.7,4.3,UPI,0
CNR4563554,CID3656786,2024-07-27 10:59:44,No Driver Found,Go Mini,Chanakyapuri,Munirka,,,,,,,,,,,,,,0
CNR3121090,CID1670641,2024-07-13 02:49:21,Completed,Go Mini,Mandi House,India Gate,5.2,37.8,,,,,,,488.0,41.81,4.2,4.1,UPI,0
CNR2969701,CID1401223,2024-06-14 11:41:45,Cancelled by Customer,Auto,Delhi Gate,Chandni Chowk,16.9,,1,Change of plans,,,,,,,,,,0
CNR3590282,CID7281467,2024-10-16 21:30:28,Completed,Go Sedan,Barakhamba Road,Ghaziabad,3.9,40.6,,,,,,,953.0,31.28,4.9,4.7,Cash,0
CNR5792733,CID2894784,2024-05-05 19:10:02,Completed,Go Sedan,Jor Bagh,Azadpur,9.9,15.6,,,,,,,965.0,34.5,4.1,4.2,UPI,0
CNR7417036,CID8283589,2024-02-18 16:24:39,Completed,Go Sedan,Khan Market,Green Park,10.0,40.6,,,,,,,405.0,13.1,3.6,4.6,Credit Card,0
CNR7957879,CID3277993,2024-08-14 14:34:57,No Driver Found,Auto,Satguru Ram Singh Marg,Sikanderpur,,,,,,,,,,,,,,0
CNR3649243,CID2049171,2024-03-07 10:59:58,Cancelled by Driver,Go Mini,Meerut,Vasant Kunj,10.2,,,,1,Personal & Car related issues,,,,,,,,0
CNR8918353,CID4955715,2024-08-29 17:11:13,Completed,Go Sedan,Udyog Vihar Phase 4,Kalkaji,5.0,23.7,,,,,,,423.0,9.93,4.4,4.9,UPI,0
CNR1343265,CID2749175,2024-06-28 23:11:32,Cancelled by Customer,Go Sedan,RK Puram,Panipat,11.9,,1,Driver asked to cancel,,,,,,,,,,0
CNR1390232,CID6307524,2024-12-24 10:03:37,No Driver Found,Auto,GTB Nagar,Jasola,,,,,,,,,,,,,,0
CNR3047231,CID5464558,2024-05-25 08:42:50,Completed,Auto,Akshardham,Bahadurgarh,11.1,31.9,,,,,,,264.0,31.93,3.7,4.2,UPI,0
CNR5380412,CID8125937,2024-02-01 09:13:13,Completed,Go Mini,Shivaji Park,Hauz Khas,11.2,31.3,,,,,,,249.0,34.73,4.2,4.9,UPI,0
CNR4886117,CID2026490,2024-03-10 21:06:20,Completed,Auto,Jasola,Delhi Gate,13.5,32.9,,,,,,,628.0,31.51,4.9,4.9,Cash,0
CNR1155206,CID3865002,2024-03-03 13:48:25,Incomplete,Uber XL,IMT Manesar,Lok Kalyan Marg,4.1,19.7,,,,,1,Other Issue,110.0,14.46,,,UPI,0
CNR7623737,CID6954811,2024-10-26 13:44:51,Cancelled by Driver,eBike,Gurgaon Sector 56,Pragati Maidan,9.3,,,,1,Customer related issue,,,,,,,,0
CNR5468556,CID4533250,2024-07-11 20:20:54,Completed,Bike,Udyog Bhawan,Mundka,7.7,15.9,,,,,,,190.0,10.27,4.7,4.8,UPI,0
CNR8037805,CID2099192,2024-04-04 08:50:10,Completed,Premier Sedan,Rajiv Chowk,Okhla,5.2,23.1,,,,,,,264.0,46.07,4.3,3.1,Uber Wallet,0
CNR5137585,CID3906781,2024-09-06 16:16:28,Cancelled by Customer,Go Sedan,Badarpur,Vaishali,7.6,,1,AC is not working,,,,,,,,,,0
CNR5622847,CID7679264,2024-12-20 10:45:14,Completed,Bike,Panipat,New Colony,10.0,37.3,,,,,,,147.0,45.51,4.3,4.5,UPI,0
CNR4461457,CID8192836,2024-07-04 11:00:26,No Driver Found,Go Mini,Noida Film City,Kirti Nagar,,,,,,,,,,,,,,0
CNR3788830,CID1892630,2024-09-25 15:55:15,Completed,Auto,Vidhan Sabha,Kaushambi,4.4,28.1,,,,,,,953.0,34.9,4.4,4.8,UPI,0
CNR8254837,CID5350125,2024-10-17 17:46:59,Completed,Go Mini,AIIMS,Ashok Park Main,14.9,20.9,,,,,,,654.0,30.87,4.3,4.9,Cash,0
CNR5483670,CID3570152,2024-06-01 08:04:36,Completed,Go Sedan,Panchsheel Park,Sarai Kale Khan,8.4,19.7,,,,,,,427.0,37.07,4.1,4.9,Cash,0
CNR7372127,CID2108992,2024-12-25 05:04:40,Cancelled by Driver,Go Mini,Udyog Bhawan,Civil Lines Gurgaon,11.8,,,,1,Personal & Car related issues,,,,,,,,0
CNR5166870,CID9712348,2024-07-04 08:02:57,Completed,Auto,Keshav Puram,Mayur Vihar,5.8,25.5,,,,,,,610.0,35.38,4.4,4.3,Uber Wallet,0
CNR1915557,CID8572565,2024-04-23 11:09:18,Completed,Bike,Pragati Maidan,Raj Nagar Extension,7.1,42.5,,,,,,,648.0,19.61,4.2,5.0,UPI,0
CNR3460247,CID7449191,2024-02-11 18:46:31,Completed,Bike,Punjabi Bagh,Green Park,8.8,40.4,,,,,,,792.0,23.82,3.2,4.3,Cash,0
CNR8192412,CID3617414,2024-04-28 14:03:27,Completed,Go Mini,Keshav Puram,Tughlakabad,13.6,29.8,,,,,,,676.0,39.98,3.6,4.7,UPI,0
CNR7439127,CID2424398,2024-03-22 21:49:01,Completed,Bike,Raj Nagar Extension,Moolchand,5.1,22.4,,,,,,,389.0,27.16,3.6,3.9,Uber Wallet,0
CNR3712135,CID7174383,2024-04-28 07:28:54,Completed,Premier Sedan,Jhilmil,Malviya Nagar,11.4,42.6,,,,,,,74.0,48.45,4.1,3.9,Uber Wallet,0
CNR1675599,CID9232923,2024-05-01 09:30:03,Cancelled by Driver,Auto,Saket A Block,Old Gurgaon,8.2,,,,1,Personal & Car related issues,,,,,,,,0
CNR1935772,CID2909332,2024-01-12 18:48:40,Cancelled by Driver,Go Sedan,Central Secretariat,Janakpuri,10.8,,,,1,The customer was coughing/sick,,,,,,,,0
CNR4730676,CID5429248,2024-05-07 20:05:26,Completed,Auto,Noida Sector 18,Malviya Nagar,9.4,41.6,,,,,,,465.0,25.05,4.4,4.9,Credit Card,0
CNR6139544,CID9812979,2024-08-27 09:40:17,Completed,Auto,Khan Market,New Delhi Railway Station,5.3,43.6,,,,,,,932.0,40.21,4.1,4.1,UPI,0
CNR3805926,CID1837528,2024-04-03 19:47:28,Completed,Premier Sedan,ITO,Noida Film City,10.8,33.7,,,,,,,191.0,44.48,3.8,4.9,Cash,0
CNR5129655,CID6449078,2024-04-21 12:27:17,Completed,Bike,India Gate,Shastri Nagar,5.2,34.9,,,,,,,770.0,6.82,4.3,4.8,UPI,0
CNR8725828,CID5970413,2024-09-15 19:41:11,Completed,Go Mini,Indraprastha,IGI Airport,14.3,23.4,,,,,,,514.0,16.21,4.3,3.8,UPI,0
CNR6557966,CID9646686,2024-05-14 14:17:08,Cancelled by Driver,Go Mini,Jasola,Rohini,11.7,,,,1,More than permitted people in there,,,,,,,,0
CNR5403690,CID2856626,2024-09-18 18:07:44,Completed,Go Sedan,Botanical Garden,Mansarovar Park,11.7,17.3,,,,,,,349.0,12.9,4.2,5.0,UPI,0
CNR4969264,CID8159457,2024-07-27 21:55:25,Cancelled by Driver,Go Mini,Narsinghpur,Inderlok,10.1,,,,1,Customer related issue,,,,,,,,0
CNR6028710,CID1715075,2024-10-07 16:22:15,Completed,eBike,Janakpuri,Golf Course Road,9.2,41.2,,,,,,,267.0,12.22,4.3,4.1,Cash,0
CNR3761377,CID2461173,2024-11-19 07:50:54,No Driver Found,eBike,Ashok Park Main,Lok Kalyan Marg,,,,,,,,,,,,,,0
CNR2650074,CID5603156,2024-06-27 17:13:13,Completed,Go Mini,Samaypur Badli,Ghitorni,4.4,37.0,,,,,,,325.0,3.95,3.8,4.8,UPI,0
CNR7381283,CID8868738,2024-03-16 19:36:59,Completed,Go Sedan,Laxmi Nagar,Pragati Maidan,4.3,15.6,,,,,,,156.0,42.87,3.9,4.2,Cash,0
CNR2531495,CID7656183,2024-06-16 21:03:43,Completed,Bike,Lok Kalyan Marg,IGNOU Road,5.2,27.3,,,,,,,689.0,39.84,4.3,4.9,UPI,0
CNR1939605,CID1229469,2024-04-13 11:19:15,Completed,Auto,Munirka,Pulbangash,13.6,40.4,,,,,,,491.0,4.19,3.8,3.9,Credit Card,0
CNR5149041,CID6951861,2024-08-09 03:34:51,Completed,Go Sedan,Noida Sector 18,Tilak Nagar,10.1,32.5,,,,,,,304.0,6.18,4.2,4.3,Credit Card,0
CNR7041241,CID1368334,2024-11-28 20:44:46,Cancelled by Driver,Go Mini,Gwal Pahari,Rohini East,12.0,,,,1,More than permitted people in there,,,,,,,,0
CNR8035160,CID5283020,2024-08-30 19:00:23,Cancelled by Customer,Auto,Connaught Place,Uttam Nagar,12.6,,1,Driver asked to cancel,,,,,,,,,,0
CNR1918341,CID7417050,2024-07-11 20:29:02,Completed,Auto,Pitampura,Paschim Vihar,14.8,44.4,,,,,,,697.0,4.56,4.5,4.6,UPI,0
CNR9600846,CID8949589,2024-07-25 19:28:35,Completed,Auto,Udyog Bhawan,Janakpuri,3.8,20.1,,,,,,,679.0,47.56,4.2,4.9,UPI,0
CNR2775291,CID9116623,2024-08-17 18:35:05,Incomplete,Premier Sedan,Jahangirpuri,Indirapuram,2.9,18.0,,,,,1,Other Issue,713.0,14.65,,,Cash,0
CNR4263854,CID3967495,2024-02-18 18:57:12,Cancelled by Driver,Go Sedan,Tughlakabad,Vidhan Sabha,8.6,,,,1,Customer related issue,,,,,,,,0
CNR4635401,CID3741723,2024-06-16 10:12:54,Completed,Go Mini,Anand Vihar,Gurgaon Sector 56,10.0,18.5,,,,,,,683.0,32.15,4.6,4.0,UPI,0
CNR2135475,CID8123696,2024-07-08 21:04:51,Completed,Go Sedan,Vatika Chowk,Paharganj,7.8,36.4,,,,,,,91.0,23.5,4.0,4.3,UPI,0
CNR2438435,CID7928240,2024-02-26 14:46:21,Incomplete,eBike,Central Secretariat,Sikanderpur,3.1,12.4,,,,,1,Other Issue,396.0,16.61,,,UPI,0
CNR2068345,CID1975343,2024-02-28 16:43:09,Completed,Go Sedan,Govindpuri,Kalkaji,8.5,35.7,,,,,,,769.0,18.14,4.4,4.1,Cash,0
CNR6107939,CID3244272,2024-12-27 01:14:14,Completed,Bike,Welcome,DLF Phase 3,2.3,16.4,,,,,,,323.0,31.1,3.6,4.6,Uber Wallet,0
CNR6577172,CID5963264,2024-12-06 16:09:31,Incomplete,Premier Sedan,Preet Vihar,Mehrauli,3.6,27.7,,,,,1,Other Issue,627.0,3.74,,,Uber Wallet,0
CNR1957129,CID5761924,2024-05-13 18:47:50,Completed,Auto,Noida Extension,Old Gurgaon,12.9,26.0,,,,,,,134.0,13.99,4.8,4.1,Cash,0
CNR1531092,CID7911273,2024-05-09 17:14:18,Completed,Go Mini,Kanhaiya Nagar,Satguru Ram Singh Marg,12.1,33.6,,,,,,,940.0,5.04,4.6,4.6,Credit Card,0
CNR6891932,CID1466189,2024-11-19 21:04:42,No Driver Found,eBike,Seelampur,Udyog Bhawan,,,,,,,,,,,,,,0
CNR2192659,CID5227340,2024-04-04 14:02:47,Completed,Auto,Anand Vihar,Chirag Delhi,9.6,26.2,,,,,,,266.0,36.18,4.1,4.2,Uber Wallet,0
CNR6262174,CID4943288,2024-11-19 20:15:39,Completed,Auto,Mehrauli,Karol Bagh,8.1,26.4,,,,,,,484.0,13.21,4.5,4.3,Uber Wallet,0
CNR7791863,CID1873624,2024-06-04 20:15:11,Completed,Go Sedan,Indirapuram,Noida Sector 62,5.6,19.2,,,,,,,250.0,6.06,4.3,4.7,Cash,0
CNR8243301,CID7666967,2024-08-13 13:22:10,Cancelled by Driver,Auto,IGI Airport,Civil Lines Gurgaon,9.3,,,,1,The customer was coughing/sick,,,,,,,,0
CNR9897424,CID8433669,2024-12-25 11:03:11,Incomplete,Bike,Saket,Noida Extension,8.8,20.0,,,,,1,Customer Demand,361.0,14.61,,,UPI,0
CNR5745004,CID8137475,2024-06-30 11:57:59,Completed,Go Mini,Basai Dhankot,Shivaji Park,2.6,21.0,,,,,,,224.0,48.08,5.0,4.6,Cash,0
CNR9659819,CID5653812,2024-01-20 21:15:24,Cancelled by Customer,Go Mini,Huda City Centre,Hauz Rani,8.5,,1,Driver asked to cancel,,,,,,,,,,0
CNR8084453,CID5057901,2024-04-10 11:34:22,Completed,Premier Sedan,Vatika Chowk,Saidulajab,12.8,36.8,,,,,,,669.0,39.51,3.6,4.2,Cash,0
CNR6574173,CID6454968,2024-07-28 09:55:49,Cancelled by Customer,Go Sedan,Gurgaon Sector 29,Kherki Daula Toll,8.7,,1,Driver asked to cancel,,,,,,,,,,0
CNR4467044,CID9935423,2024-08-04 08:25:20,Cancelled by Driver,Auto,Kalkaji,INA Market,8.8,,,,1,Customer related issue,,,,,,,,0
CNR3334608,CID2336782,2024-08-05 15:40:40,Completed,Go Mini,GTB Nagar,Kalkaji,5.2,31.7,,,,,,,207.0,7.83,4.4,3.9,Uber Wallet,0
CNR3901250,CID4369282,2024-08-16 12:45:03,Completed,Go Sedan,Rajiv Nagar,Meerut,13.2,35.8,,,,,,,227.0,12.34,4.1,3.1,Cash,0
CNR3899180,CID3915373,2024-03-21 01:29:50,Completed,Premier Sedan,Panchsheel Park,Yamuna Bank,2.3,33.8,,,,,,,771.0,36.7,3.5,4.6,UPI,0
CNR7686844,CID4485200,2024-04-29 22:39:08,Cancelled by Driver,Auto,Sonipat,GTB Nagar,9.1,,,,1,Personal & Car related issues,,,,,,,,0
CNR7619619,CID9964707,2024-05-06 13:35:55,Completed,Auto,Sadar Bazar Gurgaon,Chanakyapuri,14.2,26.4,,,,,,,441.0,31.5,4.7,3.1,Uber Wallet,0
CNR3128056,CID1669827,2024-09-13 15:20:50,Cancelled by Driver,Go Sedan,Netaji Subhash Place,Kashmere Gate ISBT,11.2,,,,1,Customer related issue,,,,,,,,0
CNR2415257,CID6909825,2024-05-18 06:30:30,Completed,Premier Sedan,Lajpat Nagar,Rohini,12.4,21.6,,,,,,,788.0,4.26,4.2,4.5,UPI,0
